"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 19 20:59:44 GMT 2024","Sat Oct 19 20:59:44 GMT 2024","472","chromium","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Sat Oct 19 20:59:47 GMT 2024","Sat Oct 19 20:59:47 GMT 2024","369","chromium","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Sat Oct 19 20:59:46 GMT 2024","Sat Oct 19 20:59:47 GMT 2024","463","chromium","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Sat Oct 19 20:59:51 GMT 2024","Sat Oct 19 20:59:51 GMT 2024","518","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Sat Oct 19 20:59:48 GMT 2024","Sat Oct 19 20:59:48 GMT 2024","473","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Sat Oct 19 20:59:42 GMT 2024","Sat Oct 19 20:59:43 GMT 2024","468","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Sat Oct 19 20:59:48 GMT 2024","Sat Oct 19 20:59:49 GMT 2024","462","chromium","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Sat Oct 19 20:59:45 GMT 2024","Sat Oct 19 20:59:45 GMT 2024","444","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Sat Oct 19 20:59:50 GMT 2024","Sat Oct 19 20:59:50 GMT 2024","541","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Sat Oct 19 20:59:49 GMT 2024","Sat Oct 19 20:59:50 GMT 2024","483","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Sat Oct 19 20:59:50 GMT 2024","Sat Oct 19 20:59:51 GMT 2024","469","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Sat Oct 19 20:59:39 GMT 2024","Sat Oct 19 20:59:40 GMT 2024","1029","chromium","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Sat Oct 19 20:59:49 GMT 2024","Sat Oct 19 20:59:49 GMT 2024","458","chromium","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Sat Oct 19 20:59:46 GMT 2024","Sat Oct 19 20:59:46 GMT 2024","443","chromium","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Sat Oct 19 20:59:44 GMT 2024","Sat Oct 19 20:59:45 GMT 2024","455","chromium","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Sat Oct 19 20:59:43 GMT 2024","Sat Oct 19 20:59:43 GMT 2024","541","chromium","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Sat Oct 19 20:59:43 GMT 2024","Sat Oct 19 20:59:44 GMT 2024","455","chromium","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Sat Oct 19 20:59:45 GMT 2024","Sat Oct 19 20:59:46 GMT 2024","448","chromium","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Sat Oct 19 20:59:47 GMT 2024","Sat Oct 19 20:59:48 GMT 2024","452","chromium","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Sat Oct 19 20:59:41 GMT 2024","Sat Oct 19 20:59:42 GMT 2024","400","chromium","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Sat Oct 19 20:59:42 GMT 2024","Sat Oct 19 20:59:42 GMT 2024","444","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Sat Oct 19 20:59:46 GMT 2024","Sat Oct 19 20:59:46 GMT 2024","448","chromium","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Sat Oct 19 20:59:41 GMT 2024","Sat Oct 19 20:59:41 GMT 2024","348","chromium","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Sat Oct 19 20:59:51 GMT 2024","Sat Oct 19 20:59:52 GMT 2024","428","chromium","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
